"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain"
4132;"23/03/2022";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";72;4;392
4145;"21/03/2022";"Vente";79000;"NIORT";"79";"Maison";94;4;400
4150;"28/03/2022";"Vente";79000;"NIORT";"79";"Maison";82;3;424
4151;"29/03/2022";"Vente";79000;"NIORT";"79";"Maison";78;4;450
4152;"17/03/2022";"Vente";79000;"NIORT";"79";"Appartement";65;3;NA
4157;"25/03/2022";"Vente";79000;"NIORT";"79";"Maison";66;3;421
4162;"31/03/2022";"Vente";79230;"PRAHECQ";"79";"Maison";77;4;508
4167;"23/03/2022";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";120;6;285
4178;"04/04/2022";"Vente";79000;"NIORT";"79";"Maison";85;4;115
4179;"15/03/2022";"Vente";79000;"NIORT";"79";"Appartement";33;1;NA
4188;"18/03/2022";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA
4202;"08/04/2022";"Vente";79000;"SCIECQ";"79";"Maison";112;6;764
4214;"30/03/2022";"Vente";79000;"NIORT";"79";"Maison";90;4;658
4216;"29/03/2022";"Vente";79000;"NIORT";"79";"Maison";72;3;106
4219;"30/03/2022";"Vente";79000;"NIORT";"79";"Maison";220;9;378
4222;"23/03/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";100;5;76
4226;"19/04/2022";"Vente";79000;"NIORT";"79";"Maison";84;3;426
4232;"25/03/2022";"Vente";79180;"CHAURAY";"79";"Maison";81;5;1105
4234;"24/03/2022";"Vente";79000;"NIORT";"79";"Maison";100;4;170
4235;"30/03/2022";"Vente";79000;"NIORT";"79";"Maison";142;5;623
4248;"28/03/2022";"Vente";79000;"NIORT";"79";"Maison";73;5;204
4254;"19/04/2022";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";103;3;341
4266;"15/04/2022";"Vente";79000;"NIORT";"79";"Maison";100;4;447
4268;"25/04/2022";"Vente";79000;"NIORT";"79";"Appartement";22;1;NA
4275;"07/04/2022";"Vente";79230;"FORS";"79";"Maison";92;4;962
4276;"26/04/2022";"Vente";79000;"NIORT";"79";"Maison";77;4;144
4289;"20/04/2022";"Vente";79000;"NIORT";"79";"Appartement";37;2;NA
4299;"14/04/2022";"Vente";79000;"NIORT";"79";"Maison";154;4;401
4300;"12/04/2022";"Vente";79230;"VOUILLE";"79";"Maison";90;4;588
4306;"20/04/2022";"Vente";79000;"NIORT";"79";"Appartement";24;1;NA
4325;"21/04/2022";"Vente";79230;"AIFFRES";"79";"Maison";80;4;553
4330;"05/05/2022";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA
4333;"20/04/2022";"Vente";79410;"ECHIRE";"79";"Maison";90;4;528
4347;"26/04/2022";"Vente";79260;"LA CRECHE";"79";"Maison";102;4;996
4353;"02/05/2022";"Vente";79000;"BESSINES";"79";"Maison";123;5;880
4375;"28/04/2022";"Vente";79000;"NIORT";"79";"Maison";76;4;265
4378;"26/04/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";105;4;421
4382;"04/05/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";59;2;440
4385;"06/05/2022";"Vente";79230;"FORS";"79";"Maison";142;5;292
4388;"12/05/2022";"Vente";79000;"NIORT";"79";"Appartement";59;2;NA
4391;"13/05/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";94;4;153
4393;"04/05/2022";"Vente";79000;"NIORT";"79";"Maison";61;3;615
4400;"24/05/2022";"Vente";79000;"NIORT";"79";"Maison";73;4;673
4408;"25/05/2022";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";80;3;230
4411;"11/05/2022";"Vente";79000;"NIORT";"79";"Maison";46;3;62
4416;"17/05/2022";"Vente";79000;"NIORT";"79";"Maison";96;5;487
4417;"05/05/2022";"Vente";79000;"NIORT";"79";"Appartement";195;4;NA
4418;"11/05/2022";"Vente";79000;"NIORT";"79";"Appartement";17;1;NA
4419;"05/05/2022";"Vente";79000;"NIORT";"79";"Maison";60;2;23
4430;"27/05/2022";"Vente";79210;"LE BOURDET";"79";"Maison";100;4;3550
4441;"25/05/2022";"Vente";79000;"NIORT";"79";"Maison";50;2;407
4456;"10/05/2022";"Vente";79000;"NIORT";"79";"Maison";91;4;557
4462;"31/05/2022";"Vente";79000;"NIORT";"79";"Maison";160;6;430
4463;"17/05/2022";"Vente";79000;"NIORT";"79";"Maison";62;3;52
4472;"20/05/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";92;4;1237
4482;"23/05/2022";"Vente";79460;"MAGNE";"79";"Maison";104;5;628
4491;"31/05/2022";"Vente";79180;"CHAURAY";"79";"Maison";90;4;188
4499;"12/05/2022";"Vente";79000;"NIORT";"79";"Maison";115;6;347
4503;"15/06/2022";"Vente";79000;"NIORT";"79";"Appartement";34;1;NA
4508;"20/05/2022";"Vente";79260;"LA CRECHE";"79";"Maison";68;2;326
4509;"25/05/2022";"Vente";79460;"MAGNE";"79";"Maison";48;2;195
4512;"24/05/2022";"Vente";79000;"NIORT";"79";"Maison";66;2;34
4523;"31/05/2022";"Vente";79000;"NIORT";"79";"Maison";40;1;63
4526;"02/06/2022";"Vente";79410;"ECHIRE";"79";"Maison";194;9;629
4527;"10/06/2022";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA
4528;"25/05/2022";"Vente";79000;"NIORT";"79";"Appartement";43;2;NA
4536;"16/06/2022";"Vente";79260;"LA CRECHE";"79";"Maison";132;6;1015
4537;"06/06/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";76;4;622
4538;"15/06/2022";"Vente";79230;"VOUILLE";"79";"Maison";140;4;600
4539;"01/06/2022";"Vente";79270;"EPANNES";"79";"Maison";234;8;1610
4540;"14/06/2022";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";170;7;393
4542;"14/06/2022";"Vente";79000;"NIORT";"79";"Maison";74;2;42
4550;"07/06/2022";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";100;4;784
4559;"21/06/2022";"Vente";79000;"NIORT";"79";"Maison";51;3;40
4564;"30/05/2022";"Vente";79000;"NIORT";"79";"Maison";142;5;336
4568;"01/06/2022";"Vente";79000;"NIORT";"79";"Maison";70;3;85
4589;"02/06/2022";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";114;5;605
4592;"01/06/2022";"Vente";79000;"BESSINES";"79";"Maison";132;5;505
4600;"27/06/2022";"Vente";79000;"NIORT";"79";"Maison";106;5;141
4607;"15/06/2022";"Vente";79230;"FORS";"79";"Maison";72;4;607
4609;"17/06/2022";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";89;4;667
4610;"10/06/2022";"Vente";79000;"NIORT";"79";"Maison";184;7;340
4611;"15/06/2022";"Vente";79230;"FORS";"79";"Maison";165;7;944
4612;"03/06/2022";"Vente";79000;"NIORT";"79";"Maison";62;3;NA
4616;"30/06/2022";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA
4617;"02/06/2022";"Vente";79000;"NIORT";"79";"Maison";102;4;532
4618;"01/07/2022";"Vente";79000;"NIORT";"79";"Maison";70;4;160
4619;"27/06/2022";"Vente";79410;"ECHIRE";"79";"Maison";79;4;576
4621;"08/06/2022";"Vente";79000;"NIORT";"79";"Maison";75;2;197
4624;"13/06/2022";"Vente";79260;"LA CRECHE";"79";"Maison";80;4;158
4631;"16/06/2022";"Vente";79000;"BESSINES";"79";"Maison";74;3;NA
4635;"23/06/2022";"Vente";79230;"AIFFRES";"79";"Maison";63;4;368
4638;"13/06/2022";"Vente";79000;"NIORT";"79";"Appartement";77;3;NA
4647;"01/07/2022";"Vente";79000;"NIORT";"79";"Maison";83;4;495
4655;"10/06/2022";"Vente";79000;"NIORT";"79";"Maison";42;2;NA
4657;"30/06/2022";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";125;5;889
4667;"14/06/2022";"Vente";79000;"NIORT";"79";"Maison";51;2;39
4673;"17/06/2022";"Vente";79230;"PRAHECQ";"79";"Maison";110;5;284
4685;"28/06/2022";"Vente";79000;"NIORT";"79";"Maison";130;4;219
4695;"28/06/2022";"Vente";79210;"ARCAIS";"79";"Maison";182;6;646
4697;"08/07/2022";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA
4700;"07/07/2022";"Vente";79000;"NIORT";"79";"Maison";111;5;33
4711;"08/07/2022";"Vente";79000;"NIORT";"79";"Maison";70;3;133
4717;"01/07/2022";"Vente";79410;"ECHIRE";"79";"Maison";107;5;872
4721;"05/07/2022";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";50;1;290
4730;"20/06/2022";"Vente";79000;"NIORT";"79";"Maison";64;4;454
4734;"24/06/2022";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA
4735;"05/07/2022";"Vente";79000;"NIORT";"79";"Appartement";38;2;NA
4740;"04/07/2022";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA
4745;"24/06/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";119;5;1043
4748;"23/06/2022";"Vente";79000;"NIORT";"79";"Appartement";57;2;NA
4752;"05/07/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";112;4;266
4754;"18/07/2022";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";120;4;708
4764;"13/07/2022";"Vente";79000;"NIORT";"79";"Maison";70;4;176
4767;"07/07/2022";"Vente";79000;"NIORT";"79";"Appartement";65;3;NA
4774;"04/07/2022";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";90;4;992
4784;"04/07/2022";"Vente";79000;"NIORT";"79";"Maison";65;3;582
4791;"05/07/2022";"Vente";79410;"ECHIRE";"79";"Maison";130;5;411
4796;"26/07/2022";"Vente";79000;"NIORT";"79";"Maison";194;6;600
4808;"05/07/2022";"Vente";79460;"MAGNE";"79";"Maison";240;4;1165
4811;"22/07/2022";"Vente";79000;"NIORT";"79";"Maison";57;2;107
4815;"05/07/2022";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";164;7;286
4829;"20/07/2022";"Vente";79000;"NIORT";"79";"Maison";145;5;718
4836;"08/07/2022";"Vente";79000;"NIORT";"79";"Maison";135;6;1019
4850;"08/07/2022";"Vente";79000;"NIORT";"79";"Maison";147;7;405
4854;"08/07/2022";"Vente";79000;"NIORT";"79";"Maison";143;6;493
4872;"12/07/2022";"Vente";79000;"NIORT";"79";"Maison";94;5;413
4874;"13/07/2022";"Vente";79000;"NIORT";"79";"Maison";179;7;563
4875;"28/07/2022";"Vente";79000;"NIORT";"79";"Maison";40;2;26
4881;"11/07/2022";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA
4890;"25/07/2022";"Vente";79000;"NIORT";"79";"Maison";75;6;284
4900;"11/07/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";100;4;541
4901;"13/07/2022";"Vente";79410;"SAINT-REMY";"79";"Maison";104;4;1481
4910;"05/08/2022";"Vente";79000;"NIORT";"79";"Maison";85;4;726
4931;"26/07/2022";"Vente";79000;"NIORT";"79";"Maison";74;4;174
4939;"12/08/2022";"Vente";79000;"NIORT";"79";"Appartement";48;2;NA
4941;"09/08/2022";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";111;4;906
4953;"04/08/2022";"Vente";79000;"NIORT";"79";"Appartement";45;2;NA
4959;"02/08/2022";"Vente";79260;"LA CRECHE";"79";"Maison";105;4;1502
4966;"03/08/2022";"Vente";79000;"NIORT";"79";"Maison";76;4;625
4974;"22/08/2022";"Vente";79180;"CHAURAY";"79";"Appartement";43;2;NA
4984;"04/08/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";135;4;456
4999;"03/08/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";30;1;78
5017;"10/08/2022";"Vente";79230;"VOUILLE";"79";"Maison";132;6;383
5022;"05/08/2022";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA
5023;"09/08/2022";"Vente";79000;"NIORT";"79";"Maison";152;5;730
5025;"03/08/2022";"Vente";79230;"AIFFRES";"79";"Maison";183;5;526
5026;"04/08/2022";"Vente";79000;"NIORT";"79";"Maison";130;5;51
5031;"26/08/2022";"Vente";79000;"NIORT";"79";"Maison";112;5;404
5035;"11/08/2022";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA
5039;"18/08/2022";"Vente";79230;"FORS";"79";"Maison";93;3;226
5041;"18/08/2022";"Vente";79270;"SANSAIS";"79";"Maison";194;5;1303
5047;"22/08/2022";"Vente";79000;"NIORT";"79";"Maison";96;5;159
5048;"09/08/2022";"Vente";79000;"NIORT";"79";"Maison";93;3;601
5054;"31/08/2022";"Vente";79000;"NIORT";"79";"Maison";63;4;697
5055;"31/08/2022";"Vente";79180;"CHAURAY";"79";"Appartement";69;3;NA
5063;"22/08/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";81;4;578
5075;"23/08/2022";"Vente";79410;"SAINT-REMY";"79";"Maison";192;6;991
5081;"02/09/2022";"Vente";79180;"CHAURAY";"79";"Maison";92;4;303
5082;"01/09/2022";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";105;4;130
5101;"12/09/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";89;4;526
5103;"30/08/2022";"Vente";79000;"NIORT";"79";"Maison";68;4;218
5113;"05/09/2022";"Vente";79000;"NIORT";"79";"Maison";76;4;446
5117;"24/08/2022";"Vente";79460;"MAGNE";"79";"Maison";80;4;456
5119;"24/08/2022";"Vente";79180;"CHAURAY";"79";"Maison";111;4;720
5123;"31/08/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";96;4;876
5126;"02/09/2022";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA
5131;"14/09/2022";"Vente";79000;"NIORT";"79";"Maison";83;4;533
5142;"12/09/2022";"Vente";79000;"NIORT";"79";"Appartement";35;1;NA
5144;"06/09/2022";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";101;5;584
5147;"06/09/2022";"Vente";79000;"NIORT";"79";"Maison";102;4;264
5148;"31/08/2022";"Vente";79000;"NIORT";"79";"Appartement";35;1;NA
5150;"09/09/2022";"Vente";79000;"NIORT";"79";"Maison";127;5;600
5151;"08/09/2022";"Vente";79230;"AIFFRES";"79";"Maison";188;6;1180
5156;"08/09/2022";"Vente";79510;"COULON";"79";"Maison";99;6;1002
5168;"22/09/2022";"Vente";79000;"NIORT";"79";"Appartement";24;1;NA
5169;"08/09/2022";"Vente";79000;"NIORT";"79";"Maison";96;5;76
5179;"16/09/2022";"Vente";79000;"NIORT";"79";"Appartement";75;4;NA
5185;"14/09/2022";"Vente";79180;"CHAURAY";"79";"Maison";128;4;254
5197;"09/09/2022";"Vente";79000;"NIORT";"79";"Maison";100;5;656
5198;"26/09/2022";"Vente";79230;"PRAHECQ";"79";"Maison";129;6;955
5206;"28/09/2022";"Vente";79180;"CHAURAY";"79";"Maison";52;2;424
5218;"29/09/2022";"Vente";79000;"NIORT";"79";"Appartement";38;2;NA
5223;"20/09/2022";"Vente";79180;"CHAURAY";"79";"Maison";32;1;283
5232;"21/09/2022";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";125;5;87
5238;"08/09/2022";"Vente";79000;"NIORT";"79";"Appartement";59;3;NA
5242;"03/10/2022";"Vente";79000;"NIORT";"79";"Maison";70;3;371
5246;"21/09/2022";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";116;2;2090
5253;"07/10/2022";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA
5256;"23/09/2022";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";72;3;720
5257;"23/09/2022";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA
5258;"23/09/2022";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";110;4;124
5278;"10/10/2022";"Vente";79000;"NIORT";"79";"Maison";56;2;308
5280;"14/10/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";26;1;54
5282;"28/09/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";94;4;810
5286;"26/09/2022";"Vente";79260;"LA CRECHE";"79";"Maison";90;4;128
5289;"29/09/2022";"Vente";79000;"NIORT";"79";"Maison";129;5;351
5302;"30/09/2022";"Vente";79000;"NIORT";"79";"Maison";59;3;34
5303;"29/09/2022";"Vente";79000;"BESSINES";"79";"Maison";133;5;1008
5304;"14/10/2022";"Vente";79230;"VOUILLE";"79";"Maison";131;6;611
5306;"30/09/2022";"Vente";79000;"NIORT";"79";"Maison";220;7;311
5319;"10/10/2022";"Vente";79000;"NIORT";"79";"Maison";55;3;123
5325;"10/10/2022";"Vente";79000;"NIORT";"79";"Maison";114;4;993
5326;"14/10/2022";"Vente";79000;"NIORT";"79";"Appartement";44;2;NA
5332;"10/10/2022";"Vente";79180;"CHAURAY";"79";"Maison";100;4;621
5333;"19/10/2022";"Vente";79000;"NIORT";"79";"Appartement";48;2;NA
5335;"04/10/2022";"Vente";79000;"NIORT";"79";"Maison";67;4;379
5338;"21/10/2022";"Vente";79000;"NIORT";"79";"Maison";70;3;73
5350;"07/10/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";93;4;1326
5353;"29/09/2022";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";76;4;440
5380;"05/10/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";80;4;692
5390;"24/10/2022";"Vente";79000;"NIORT";"79";"Maison";81;4;353
5392;"27/10/2022";"Vente";79000;"NIORT";"79";"Appartement";60;2;NA
5394;"20/10/2022";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";74;4;826
5401;"02/11/2022";"Vente";79000;"NIORT";"79";"Maison";74;3;346
5404;"28/10/2022";"Vente";79230;"AIFFRES";"79";"Maison";99;5;379
5407;"18/10/2022";"Vente";79000;"NIORT";"79";"Appartement";61;3;NA
5427;"03/11/2022";"Vente";79000;"NIORT";"79";"Maison";80;4;204
5437;"07/11/2022";"Vente";79230;"AIFFRES";"79";"Maison";110;4;792
5440;"09/11/2022";"Vente";79410;"ECHIRE";"79";"Maison";135;5;607
5451;"09/11/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";80;5;600
5455;"27/10/2022";"Vente";79000;"NIORT";"79";"Maison";42;2;18
5456;"15/11/2022";"Vente";79000;"NIORT";"79";"Maison";90;4;400
5457;"31/10/2022";"Vente";79000;"NIORT";"79";"Maison";111;5;609
5460;"02/11/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";109;4;1100
5461;"26/10/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";100;4;717
5476;"25/10/2022";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";60;4;220
5485;"17/11/2022";"Vente";79000;"NIORT";"79";"Maison";73;4;412
5488;"26/10/2022";"Vente";79000;"NIORT";"79";"Maison";79;5;589
5492;"17/11/2022";"Vente";79000;"NIORT";"79";"Maison";147;5;2150
5497;"27/10/2022";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";88;4;979
5503;"28/10/2022";"Vente";79410;"ECHIRE";"79";"Maison";100;5;561
5516;"04/11/2022";"Vente";79000;"NIORT";"79";"Maison";65;5;52
5518;"24/11/2022";"Vente";79000;"NIORT";"79";"Appartement";38;2;NA
5522;"04/11/2022";"Vente";79000;"NIORT";"79";"Maison";74;4;312
5525;"14/11/2022";"Vente";79410;"ECHIRE";"79";"Maison";280;5;1107
5527;"10/11/2022";"Vente";79000;"NIORT";"79";"Maison";120;5;255
5528;"25/11/2022";"Vente";79000;"NIORT";"79";"Maison";153;7;110
5536;"09/11/2022";"Vente";79230;"AIFFRES";"79";"Maison";87;5;1003
5547;"25/11/2022";"Vente";79000;"NIORT";"79";"Maison";103;4;829
5550;"18/11/2022";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA
5552;"30/11/2022";"Vente";79230;"FORS";"79";"Maison";110;4;549
5557;"10/11/2022";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";60;2;464
5558;"18/11/2022";"Vente";79000;"NIORT";"79";"Maison";72;4;420
5560;"28/11/2022";"Vente";79000;"NIORT";"79";"Maison";67;3;289
5567;"14/11/2022";"Vente";79000;"NIORT";"79";"Maison";55;3;589
5571;"25/11/2022";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA
5573;"21/11/2022";"Vente";79000;"NIORT";"79";"Appartement";70;3;236
5582;"06/12/2022";"Vente";79260;"LA CRECHE";"79";"Maison";84;4;340
5586;"28/11/2022";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";125;5;195
5596;"05/12/2022";"Vente";79000;"NIORT";"79";"Maison";65;3;24
5605;"16/11/2022";"Vente";79000;"NIORT";"79";"Maison";60;3;62
5612;"13/12/2022";"Vente";79000;"NIORT";"79";"Maison";66;3;410
5628;"22/11/2022";"Vente";79230;"PRAHECQ";"79";"Maison";74;3;1326
5636;"12/12/2022";"Vente";79000;"NIORT";"79";"Appartement";26;1;NA
5640;"29/11/2022";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA
5647;"12/12/2022";"Vente";79230;"PRAHECQ";"79";"Maison";98;4;1366
5652;"13/12/2022";"Vente";79000;"NIORT";"79";"Maison";107;4;585
5657;"13/12/2022";"Vente";79230;"FORS";"79";"Maison";124;5;981
5660;"15/12/2022";"Vente";79210;"ARCAIS";"79";"Maison";132;3;916
5664;"15/12/2022";"Vente";79000;"NIORT";"79";"Maison";80;5;437
5673;"01/12/2022";"Vente";79460;"MAGNE";"79";"Maison";53;1;350
5675;"16/12/2022";"Vente";79000;"NIORT";"79";"Maison";92;4;497
5678;"13/12/2022";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";54;3;72
5686;"22/12/2022";"Vente";79000;"NIORT";"79";"Maison";79;3;105
5687;"09/12/2022";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";56;4;474
5692;"29/03/2022";"Vente";79000;"NIORT";"79";"Maison";68;4;188
5703;"30/12/2022";"Vente";79000;"NIORT";"79";"Maison";83;4;257
5704;"29/12/2022";"Vente";79000;"NIORT";"79";"Maison";90;5;228
5705;"22/12/2022";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";79;3;80
5723;"29/12/2022";"Vente";79000;"NIORT";"79";"Maison";85;4;396
5726;"30/12/2022";"Vente";79000;"NIORT";"79";"Appartement";45;3;NA
5727;"30/12/2022";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";125;4;749
5743;"29/12/2022";"Vente";79000;"NIORT";"79";"Appartement";121;5;NA
5752;"21/12/2022";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";110;5;257
5757;"27/12/2022";"Vente";79510;"COULON";"79";"Maison";80;3;414
5760;"20/12/2022";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";140;6;1005
5768;"21/12/2022";"Vente";79000;"NIORT";"79";"Appartement";65;1;NA
5769;"23/12/2022";"Vente";79000;"NIORT";"79";"Maison";75;4;676
5772;"23/12/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";104;3;360
5773;"22/12/2022";"Vente";79000;"NIORT";"79";"Maison";60;3;95
5796;"29/12/2022";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA
5800;"19/01/2022";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";112;4;509
5806;"08/01/2021";"Vente";79000;"NIORT";"79";"Maison";84;4;194
5818;"13/01/2021";"Vente";79000;"NIORT";"79";"Maison";117;5;645
5821;"21/01/2021";"Vente";79000;"NIORT";"79";"Maison";78;4;138
5828;"25/01/2021";"Vente";79000;"NIORT";"79";"Maison";67;3;37
5829;"13/01/2021";"Vente";79000;"NIORT";"79";"Maison";103;5;NA
5844;"13/01/2021";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";171;3;610
5850;"14/01/2021";"Vente";79000;"NIORT";"79";"Maison";61;3;73
5852;"15/01/2021";"Vente";79000;"NIORT";"79";"Appartement";35;2;NA
5859;"12/01/2021";"Vente";79000;"NIORT";"79";"Maison";57;3;53
5867;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";95;5;495
5870;"08/01/2021";"Vente";79000;"NIORT";"79";"Maison";114;5;506
5877;"18/01/2021";"Vente";79000;"NIORT";"79";"Appartement";65;3;NA
5880;"07/01/2021";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";88;4;1279
5882;"20/01/2021";"Vente";79000;"NIORT";"79";"Maison";131;4;116
5883;"30/01/2021";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";93;3;1058
5885;"05/01/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";80;4;906
5890;"29/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";90;1;662
5900;"27/01/2021";"Vente";79000;"NIORT";"79";"Maison";61;3;972
5901;"26/01/2021";"Vente";79000;"NIORT";"79";"Maison";96;2;895
5903;"14/01/2021";"Vente";79210;"LE BOURDET";"79";"Maison";175;5;118
5908;"15/01/2021";"Vente";79000;"NIORT";"79";"Maison";80;4;307
5921;"04/02/2021";"Vente";79000;"NIORT";"79";"Appartement";27;1;NA
5928;"15/01/2021";"Vente";79360;"MARIGNY";"79";"Maison";85;4;991
5933;"01/02/2021";"Vente";79410;"SAINT GELAIS";"79";"Maison";90;4;542
5934;"25/01/2021";"Vente";79000;"NIORT";"79";"Maison";79;3;527
5937;"21/01/2021";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";100;4;1980
5946;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";72;5;155
5963;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";91;5;507
5981;"15/02/2021";"Vente";79230;"AIFFRES";"79";"Maison";90;4;442
5983;"19/02/2021";"Vente";79000;"NIORT";"79";"Maison";60;3;74
5988;"28/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";108;5;282
5999;"03/02/2021";"Vente";79180;"CHAURAY";"79";"Maison";96;4;443
6001;"03/02/2021";"Vente";79230;"AIFFRES";"79";"Maison";96;4;736
6003;"04/02/2021";"Vente";79260;"LA CRECHE";"79";"Maison";113;5;966
6007;"29/01/2021";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";98;4;345
6009;"12/02/2021";"Vente";79260;"LA CRECHE";"79";"Maison";75;5;292
6012;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";85;5;855
6024;"23/02/2021";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";116;4;1868
6035;"01/03/2021";"Vente";79000;"NIORT";"79";"Maison";96;5;385
6041;"01/03/2021";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA
6051;"18/02/2021";"Vente";79460;"MAGNE";"79";"Maison";98;4;698
6065;"02/03/2021";"Vente";79000;"NIORT";"79";"Maison";83;4;489
6067;"01/03/2021";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";90;4;2035
6071;"04/03/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";126;3;495
6088;"24/02/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";115;6;747
6095;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";120;4;86
6097;"25/02/2021";"Vente";79000;"NIORT";"79";"Appartement";100;5;NA
6106;"04/03/2021";"Vente";79000;"NIORT";"79";"Maison";81;5;353
